PlayerID,PlayerName,FantasyTeam,Status,InjuryStatus,Positions,ProTeam,ProjectedPoints,2024_TotalPoints,2024_AvgPoints,PercentOwned,PercentStarted,PercentChange
4431299,Rome Odunze,Free Agent,FREEAGENT,ACTIVE,"RB/WR, WR, WR/TE, Flex, OP, Bench, IR",CHI,181.55937574,118.4,6.964705882352941,86.91045461074152,15.31968485179697,1.246261509542805
2976212,Stefon Diggs,Free Agent,FREEAGENT,QUESTIONABLE,"RB/WR, WR, WR/TE, Flex, OP, Bench, IR",NE,160.16027356,98.92,12.365,86.02932547210297,9.732476445210482,1.0410234834410375
4701936,Matthew Golden,Free Agent,FREEAGENT,ACTIVE,"25, RB/WR, WR, WR/TE, Flex, OP, Bench, IR",GB,169.76429208,,,85.68731104595152,11.586320690271252,1.2166970071639014
-16021,Eagles D/ST,Free Agent,FREEAGENT,,"D/ST, Bench, IR",PHI,150.74035103,170.64,10.037647058823529,85.62186818906058,74.1477832862322,0.06159562556567266
3916433,Jakobi Meyers,,ONTEAM,ACTIVE,"RB/WR, WR, WR/TE, Flex, OP, Bench, IR",LV,174.77687472,175.5,11.7,85.18682650673318,12.31993470005465,1.4525033528048397
4360516,Tyrone Tracy Jr.,Free Agent,FREEAGENT,ACTIVE,"RB, RB/WR, Flex, OP, Bench, IR",NYG,186.6212312,163.8,9.63529411764706,84.57383079348398,16.67507444386057,2.0302873681615807
4361370,Chris Olave,Free Agent,FREEAGENT,ACTIVE,"RB/WR, WR, WR/TE, Flex, OP, Bench, IR",NO,165.28417329,61.7,7.7125,84.40726773362387,8.299250140565801,1.1509816353071045
4819231,Kaleb Johnson,Free Agent,FREEAGENT,ACTIVE,"25, RB, RB/WR, Flex, OP, Bench, IR",PIT,177.06884965,,,84.35652027689807,14.150563325018917,-0.19659044366432
4038941,Justin Herbert,Free Agent,FREEAGENT,ACTIVE,"QB, OP, Bench, IR",LAC,263.53306629,267.4,15.729411764705882,84.11327695552839,29.481921521113623,1.1725109147561597
3126486,Deebo Samuel,Free Agent,FREEAGENT,ACTIVE,"RB/WR, WR, WR/TE, Flex, OP, Bench, IR",WAS,169.9450116,128.6,8.573333333333332,83.71538621877119,10.472633896589112,0.9838673741650155
3050478,Jake Elliott,Free Agent,FREEAGENT,ACTIVE,"K, Bench, IR",PHI,140.99235936,138.0,8.117647058823529,83.35108694877697,76.96406050717151,0.5606891116206896
3116165,Chris Godwin,Free Agent,FREEAGENT,OUT,"RB/WR, WR, WR/TE, Flex, OP, Bench, IR",TB,151.41550722,113.8,16.25714285714286,83.20304357802584,3.427002996985499,0.5820362640184271
4569987,Jaylen Warren,Free Agent,FREEAGENT,ACTIVE,"RB, RB/WR, Flex, OP, Bench, IR",PIT,176.17481417,105.1,7.006666666666666,82.32518300148713,10.269978647636965,2.111082272352391
4572680,Tucker Kraft,Free Agent,FREEAGENT,ACTIVE,"WR/TE, TE, Flex, OP, Bench, IR",GB,128.7276157,138.8,8.164705882352942,82.17778423950266,35.87512677729062,1.0599335543438713
4567750,Emeka Egbuka,Free Agent,FREEAGENT,ACTIVE,"25, RB/WR, WR, WR/TE, Flex, OP, Bench, IR",TB,150.66717283,,,80.99564551782605,21.354478670744395,3.400236832345712
4429205,Jordan Addison,Free Agent,FREEAGENT,SUSPENSION,"RB/WR, WR, WR/TE, Flex, OP, Bench, IR",MIN,145.17242845,182.0,12.133333333333333,80.46546985761253,2.0132876282827152,-0.6172375858605506
4241474,Brian Robinson Jr.,Free Agent,FREEAGENT,ACTIVE,"RB, RB/WR, Flex, OP, Bench, IR",SF,124.00068529,150.3,10.735714285714286,79.78752846382903,8.8747591522158,-3.0401607203821612
4373678,Khalil Shakir,Free Agent,FREEAGENT,QUESTIONABLE,"RB/WR, WR, WR/TE, Flex, OP, Bench, IR",BUF,165.15447578,144.5,9.633333333333333,79.69658646637613,6.081407732298249,0.020184853445698536
-16008,Lions D/ST,Free Agent,FREEAGENT,,"D/ST, Bench, IR",DET,168.31708523,137.0,8.058823529411764,79.5766041650384,67.069054944118,0.3449715264751205
4428209,Ricky Pearsall,Free Agent,FREEAGENT,ACTIVE,"RB/WR, WR, WR/TE, Flex, OP, Bench, IR",SF,153.99539868,78.5,7.136363636363637,79.06380384861956,5.267592213078861,1.580218611361218
3886598,Jauan Jennings,Free Agent,FREEAGENT,QUESTIONABLE,"RB/WR, WR, WR/TE, Flex, OP, Bench, IR",SF,164.69048113,172.5,11.5,78.87396721357419,7.837178384570517,-0.4831537501538463
3124679,Jason Sanders,Free Agent,FREEAGENT,ACTIVE,"K, Bench, IR",MIA,141.80649483,162.5,9.558823529411764,78.7050264880136,72.49895793625065,0.8958207446475512
4635008,Keon Coleman,Free Agent,FREEAGENT,ACTIVE,"RB/WR, WR, WR/TE, Flex, OP, Bench, IR",BUF,155.46367026,97.5,7.5,78.63616299763183,4.174081807098917,-0.02761677347859859
4431459,Tyler Warren,Free Agent,FREEAGENT,ACTIVE,"25, WR/TE, TE, Flex, OP, Bench, IR",IND,133.91380556,,,78.60093189461882,29.683821468609867,5.074183340030629
4035687,Michael Pittman Jr.,Free Agent,FREEAGENT,ACTIVE,"RB/WR, WR, WR/TE, Flex, OP, Bench, IR",IND,157.99035353,132.3,8.26875,78.31123971806117,4.476059022182363,2.110519848537521
4361579,Javonte Williams,Free Agent,FREEAGENT,ACTIVE,"RB, RB/WR, Flex, OP, Bench, IR",DAL,144.97956654,132.4,7.788235294117648,78.21017193783894,5.059169317433404,-1.1384732756988
4723086,Colston Loveland,Free Agent,FREEAGENT,ACTIVE,"25, WR/TE, TE, Flex, OP, Bench, IR",CHI,125.28848051,,,77.72310613558295,25.684071867615604,1.630409340489436
-16026,Seahawks D/ST,Free Agent,FREEAGENT,,"D/ST, Bench, IR",SEA,166.45655207,164.02,9.648235294117645,77.67376592003127,67.12453594330071,1.480718755098934
4569173,Rhamondre Stevenson,Free Agent,FREEAGENT,QUESTIONABLE,"RB, RB/WR, Flex, OP, Bench, IR",NE,159.65412181,159.4,10.626666666666669,77.51205558971233,5.530419672900716,-0.7252548507210435
4241985,J.K. Dobbins,Free Agent,FREEAGENT,ACTIVE,"RB, RB/WR, Flex, OP, Bench, IR",DEN,153.45287237,175.8,13.523076923076925,77.46423610563727,6.0707973592434366,3.4150430085305317
3728281,Blake Cashman,Free Agent,FREEAGENT,ACTIVE,"LB, DP, Bench, IR",MIN,126.33995415,110.5,7.892857142857143,77.4571359574982,59.65950253561941,2.3462323852357656
2577417,Dak Prescott,Free Agent,FREEAGENT,ACTIVE,"QB, OP, Bench, IR",DAL,266.46312017,106.52,13.315000000000001,77.30502174217982,23.439121896479172,2.929541693900674
4685702,Quinshon Judkins,Free Agent,FREEAGENT,ACTIVE,"25, RB, RB/WR, Flex, OP, Bench, IR",CLE,157.29428847,,,77.2319301589081,10.55253496258513,5.569645448890526
4696981,Cam Skattebo,Free Agent,FREEAGENT,ACTIVE,"25, RB, RB/WR, Flex, OP, Bench, IR",NYG,125.87279509,,,76.81271118008614,4.743220779857733,-1.407666407604296
